4.999000072479248047e+00 1.998999953269958496e+00
4.998072147369384766e+00 1.998209238052368164e+00
4.997280120849609375e+00 1.997616291046142578e+00
4.996650695800781250e+00 1.996996402740478516e+00
4.996169567108154297e+00 1.996265769004821777e+00
4.995811462402343750e+00 1.995453000068664551e+00
4.995553493499755859e+00 1.994587182998657227e+00
4.995373725891113281e+00 1.993692040443420410e+00
4.995250225067138672e+00 1.992792367935180664e+00
4.995160102844238281e+00 1.991913914680480957e+00
4.995084762573242188e+00 1.991081833839416504e+00
4.995011329650878906e+00 1.990315318107604980e+00
4.994931697845458984e+00 1.989621877670288086e+00
4.994843959808349609e+00 1.988998055458068848e+00
4.994750976562500000e+00 1.988434433937072754e+00
4.994659423828125000e+00 1.987916707992553711e+00
4.994576454162597656e+00 1.987427353858947754e+00
4.994508743286132812e+00 1.986948847770690918e+00
4.994461059570312500e+00 1.986466288566589355e+00
4.994437694549560547e+00 1.985968589782714844e+00
4.994440555572509766e+00 1.985448837280273438e+00
4.994471073150634766e+00 1.984903812408447266e+00
4.994528293609619141e+00 1.984333634376525879e+00
4.994610786437988281e+00 1.983741283416748047e+00
4.994715213775634766e+00 1.983131647109985352e+00
4.994838714599609375e+00 1.982511162757873535e+00
4.994977951049804688e+00 1.981887102127075195e+00
4.995129108428955078e+00 1.981266498565673828e+00
4.995288372039794922e+00 1.980655193328857422e+00
4.995452880859375000e+00 1.980057239532470703e+00
4.995620250701904297e+00 1.979474425315856934e+00
4.995788574218750000e+00 1.978906631469726562e+00
4.995958328247070312e+00 1.978351831436157227e+00
4.996130943298339844e+00 1.977806925773620605e+00
4.996308326721191406e+00 1.977267861366271973e+00
4.996491909027099609e+00 1.976729989051818848e+00
4.996684074401855469e+00 1.976189017295837402e+00
4.996885776519775391e+00 1.975641608238220215e+00
4.997097969055175781e+00 1.975085377693176270e+00
4.997320175170898438e+00 1.974519252777099609e+00
4.997552394866943359e+00 1.973943233489990234e+00
4.997794151306152344e+00 1.973358154296875000e+00
4.998044013977050781e+00 1.972765445709228516e+00
4.998301506042480469e+00 1.972166895866394043e+00
4.998565196990966797e+00 1.971564531326293945e+00
4.998833656311035156e+00 1.970960497856140137e+00
4.999105930328369141e+00 1.970356583595275879e+00
4.999381065368652344e+00 1.969754576683044434e+00
4.999658107757568359e+00 1.969155550003051758e+00
4.999936580657958984e+00 1.968559980392456055e+00
5.000216484069824219e+00 1.967967987060546875e+00
5.000498294830322266e+00 1.967378854751586914e+00
5.000782012939453125e+00 1.966791391372680664e+00
5.001068592071533203e+00 1.966204047203063965e+00
5.001358509063720703e+00 1.965615153312683105e+00
5.001652240753173828e+00 1.965022802352905273e+00
5.001950740814208984e+00 1.964425325393676758e+00
5.002254486083984375e+00 1.963821291923522949e+00
5.002563476562500000e+00 1.963209867477416992e+00
5.002877712249755859e+00 1.962590932846069336e+00
5.003196716308593750e+00 1.961965084075927734e+00
5.003520011901855469e+00 1.961333513259887695e+00
5.003846645355224609e+00 1.960697770118713379e+00
5.004175186157226562e+00 1.960059881210327148e+00
5.004505634307861328e+00 1.959421515464782715e+00
5.004836559295654297e+00 1.958784222602844238e+00
5.005167961120605469e+00 1.958148598670959473e+00
5.005499839782714844e+00 1.957514762878417969e+00
5.005832672119140625e+00 1.956881999969482422e+00
5.006166934967041016e+00 1.956249117851257324e+00
5.006503105163574219e+00 1.955614566802978516e+00
5.006841659545898438e+00 1.954976797103881836e+00
5.007183551788330078e+00 1.954334497451782227e+00
5.007529258728027344e+00 1.953686952590942383e+00
5.007878303527832031e+00 1.953034043312072754e+00
5.008231163024902344e+00 1.952376008033752441e+00
5.008586883544921875e+00 1.951713681221008301e+00
5.008945465087890625e+00 1.951048135757446289e+00
5.009305953979492188e+00 1.950380206108093262e+00
5.009668350219726562e+00 1.949710726737976074e+00
5.010032176971435547e+00 1.949040055274963379e+00
5.010397434234619141e+00 1.948368549346923828e+00
5.010764122009277344e+00 1.947695970535278320e+00
5.011132240295410156e+00 1.947022199630737305e+00
5.011502265930175781e+00 1.946346879005432129e+00
5.011873722076416016e+00 1.945669770240783691e+00
5.012247085571289062e+00 1.944990634918212891e+00
5.012622833251953125e+00 1.944309353828430176e+00
5.013000488281250000e+00 1.943625807762145996e+00
5.013380050659179688e+00 1.942940115928649902e+00
5.013761997222900391e+00 1.942252039909362793e+00
5.014145851135253906e+00 1.941561698913574219e+00
5.014532089233398438e+00 1.940868854522705078e+00
5.014920711517333984e+00 1.940173625946044922e+00
5.015311241149902344e+00 1.939475893974304199e+00
5.015704154968261719e+00 1.938775777816772461e+00
5.016098976135253906e+00 1.938073515892028809e+00
5.016495704650878906e+00 1.937369346618652344e+00
5.016893863677978516e+00 1.936663627624511719e+00
5.017293930053710938e+00 1.935956597328186035e+00
5.017695426940917969e+00 1.935248494148254395e+00
5.018098354339599609e+00 1.934539318084716797e+00
5.018502712249755859e+00 1.933829188346862793e+00
5.018908500671386719e+00 1.933117866516113281e+00
5.019316196441650391e+00 1.932405114173889160e+00
5.019725322723388672e+00 1.931690573692321777e+00
5.020136356353759766e+00 1.930974125862121582e+00
5.020549297332763672e+00 1.930255651473999023e+00
5.020964145660400391e+00 1.929535031318664551e+00
5.021381378173828125e+00 1.928812384605407715e+00
5.021800041198730469e+00 1.928087949752807617e+00
5.022220611572265625e+00 1.927361845970153809e+00
