# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.767196655273437500e+01 1.092536392211914062e+02 1.080496673583984375e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.440000057220458984e+00 9.767678070068359375e+01 1.092555236816406250e+02 1.080589370727539062e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.440000057220458984e+00
1.000000000000000000e+03 3.265244886279106140e-03 1.716414652764797211e-02 1.809549890458583832e-02 8.470605127513408661e-03 8.211235515773296356e-03 3.303828416392207146e-04 2.572197001427412033e-03 1.368736848235130310e-02 1.458380371332168579e-02 8.470605127513408661e-03 8.211235515773296356e-03 3.303828416392207146e-04
2.000000000000000000e+03 2.372561488300561905e-03 1.187644898891448975e-02 1.311669219285249710e-02 5.396754480898380280e-03 4.735552240163087845e-03 3.984601789852604270e-05 1.808851025998592377e-03 8.695014752447605133e-03 9.705949574708938599e-03 5.396754480898380280e-03 4.735552240163087845e-03 3.984601789852604270e-05
3.000000000000000000e+03 2.246287884190678596e-03 6.479538045823574066e-03 8.210795931518077850e-03 2.508251229301095009e-03 1.915099448524415493e-03 2.284094080096110702e-05 1.920149545185267925e-03 3.986148163676261902e-03 5.263448692858219147e-03 2.508251229301095009e-03 1.915099448524415493e-03 2.284094080096110702e-05
4.000000000000000000e+03 2.211315557360649109e-03 2.668271772563457489e-03 4.288380034267902374e-03 9.983866475522518158e-04 6.431229412555694580e-04 1.197400197270326316e-04 2.098208991810679436e-03 1.235806965269148350e-03 2.131978049874305725e-03 9.983866475522518158e-04 6.431229412555694580e-04 1.197400197270326316e-04
5.000000000000000000e+03 1.831904519349336624e-03 1.102975569665431976e-03 2.272185403853654861e-03 3.614415763877332211e-04 2.558713604230433702e-04 1.641081034904345870e-04 1.794819138012826443e-03 5.603733006864786148e-04 7.835215074010193348e-04 3.614415763877332211e-04 2.558713604230433702e-04 1.641081034904345870e-04
6.000000000000000000e+03 1.536172698251903057e-03 7.246615714393556118e-04 1.366961980238556862e-03 1.540121738798916340e-04 1.411693519912660122e-04 1.749941584421321750e-04 1.499784295447170734e-03 5.954644875600934029e-04 3.721759421750903130e-04 1.540121738798916340e-04 1.411693519912660122e-04 1.749941584421321750e-04
7.000000000000000000e+03 1.776133314706385136e-03 7.436304003931581974e-04 1.659049070440232754e-03 1.082008602679707110e-04 7.160463428590446711e-05 2.112924994435161352e-04 1.735723693855106831e-03 7.169973687268793583e-04 1.019877381622791290e-03 1.082008602679707110e-04 7.160463428590446711e-05 2.112924994435161352e-04
8.000000000000000000e+03 1.455945544876158237e-03 6.811678758822381496e-04 8.270936086773872375e-04 7.712403748882934451e-05 6.995387229835614562e-05 1.993907499127089977e-04 1.412243582308292389e-03 6.673390744253993034e-04 4.633631906472146511e-04 7.712403748882934451e-05 6.995387229835614562e-05 1.993907499127089977e-04
9.000000000000000000e+03 1.198158832266926765e-03 6.398668629117310047e-04 8.075292571447789669e-04 7.257427205331623554e-05 5.234940181253477931e-05 1.726805639918893576e-04 1.149250776506960392e-03 6.259438232518732548e-04 5.859377561137080193e-04 7.257427205331623554e-05 5.234940181253477931e-05 1.726805639918893576e-04
1.000000000000000000e+04 1.297503011301159859e-03 5.808678106404840946e-04 7.869626861065626144e-04 7.073573215166106820e-05 4.844539580517448485e-05 1.530845038359984756e-04 1.241300022229552269e-03 5.667127552442252636e-04 6.428502383641898632e-04 7.073573215166106820e-05 4.844539580517448485e-05 1.530845038359984756e-04
1.000000000000000000e+04 1.297503011301159859e-03 5.808678106404840946e-04 7.869626861065626144e-04 7.073573215166106820e-05 4.844539580517448485e-05 1.530845038359984756e-04 1.241300022229552269e-03 5.667127552442252636e-04 6.428502383641898632e-04 7.073573215166106820e-05 4.844539580517448485e-05 1.530845038359984756e-04
1.001800000000000000e+04 1.297503011301159859e-03 5.808678106404840946e-04 7.869626861065626144e-04 7.073573215166106820e-05 4.844539580517448485e-05 1.530845038359984756e-04 1.241300022229552269e-03 5.667127552442252636e-04 6.428502383641898632e-04 7.073573215166106820e-05 4.844539580517448485e-05 1.530845038359984756e-04
